ConceptID	Active	FSN	USPreferredTerm
5510009	1	Organic delusional disorder (disorder)	Organic delusional disorder
5540006	1	Calcium (substance)	Calcium
5549007	1	Living in temporary quarters (finding)	Living in temporary quarters
5552004	1	Disorder of ovary (disorder)	Disorder of ovary
5556001	1	Manually assisted spontaneous delivery (procedure)	Manually assisted spontaneous delivery
5587004	1	Corneal dystrophy (disorder)	Corneal dystrophy
5595000	1	Salmonella enterica subspecies enterica serovar Typhi (organism)	Salmonella enterica subspecies enterica serovar Typhi
5602001	1	Opioid abuse (disorder)	Opioid abuse
5609005	1	Sinus arrest (disorder)	Sinus arrest
5619004	1	Bardet-Biedl syndrome (disorder)	Bardet-Biedl syndrome
5639000	1	Late tooth eruption (disorder)	Late tooth eruption
5660006	1	Volitional phonation (observable entity)	Volitional phonation
5662003	1	Contusion of hand (disorder)	Contusion of hand
5665001	1	Retinal structure (body structure)	Retinal structure
5689008	1	Chronic periodontitis (disorder)	Chronic periodontitis
5692007	1	Cyanocobalamin (58-Co) (substance)	Cyanocobalamin (58-Co)
5712003	1	Sessile (qualifier value)	Sessile
5713008	1	Submandibular triangle structure (body structure)	Submandibular triangle structure
5727003	1	Structure of anterior cervical lymph node (body structure)	Structure of anterior cervical lymph node
5758002	1	Bacteremia (finding)	Bacteremia
5781000	1	Operation on nasal septum (procedure)	Operation on nasal septum
5785009	1	Forensic autopsy (procedure)	Forensic autopsy
5794003	1	Country dweller (finding)	Country dweller
5798000	1	Diaphragm structure (body structure)	Diaphragm structure
5851001	1	Corynebacterium diphtheriae (organism)	Corynebacterium diphtheriae
5856006	1	N3 category (finding)	N3 category
5874002	1	Anticipatory anxiety, severe (finding)	Anticipatory anxiety, severe
5876000	1	Acquired pancytopenia (disorder)	Acquired pancytopenia
5880005	1	Physical examination procedure (procedure)	Physical examination
5883007	1	Physiological change of voice, function (observable entity)	Physiological change of voice
5885000	1	Mycobacterium flavescens (organism)	Mycobacterium flavescens
5888003	1	Keratitis (disorder)	Keratitis
5902003	1	History and physical examination, complete (procedure)	History and physical examination, complete
5913000	1	Fracture of neck of femur (disorder)	Fracture of neck of femur
5916008	1	Dalmatian dog (organism)	Dalmatian dog
5928000	1	Great cardiac vein structure (body structure)	Great cardiac vein structure
5931004	1	Technetium (99m-Tc) sulfur colloid (substance)	Technetium (99m-Tc) sulfur colloid
5935008	1	Oral contraception (finding)	Oral contraception
5969009	1	Diabetes mellitus associated with genetic syndrome (disorder)	Diabetes mellitus associated with genetic syndrome
5972002	1	Delay when starting to pass urine (finding)	Delay when starting to pass urine
5984000	1	Fetal or neonatal effect of malpresentation, malposition and/or disproportion during labor and/or delivery (disorder)	Fetal or neonatal effect of malpresentation, malposition and/or disproportion during labor and/or delivery
6012004	1	Hearing aid, device (physical object)	Hearing aid
6020002	1	Tinea pedis (disorder)	Tinea pedis
6025007	1	Laparoscopic appendectomy (procedure)	Laparoscopic appendectomy
6041008	1	Flat (qualifier value)	Flat
6053007	1	Dekalb hybrid pig line 33 (organism)	Dekalb hybrid pig line 33
6055000	1	Burn of upper limb (disorder)	Burn of upper limb
6058003	1	Residual foreign body in soft tissue (disorder)	Residual foreign body in soft tissue
6062009	1	Structure of deciduous mandibular right canine tooth (body structure)	Structure of deciduous mandibular right canine tooth
6064005	1	Topical route (qualifier value)	Topical route
6072007	1	Bleeding from anus (disorder)	Bleeding from anus
6077001	1	Foot-drop (finding)	Foot-drop
6096002	1	Breech presentation (finding)	Breech presentation
6103004	1	Jack Russell terrier dog breed (organism)	Jack Russell terrier
6112002	1	Meusse-Rhine-Ijssel cattle breed (organism)	Meusse-Rhine-Ijssel cattle
6118003	1	Demyelinating disease of central nervous system (disorder)	Demyelinating disease of central nervous system
6141006	1	Retinal edema (disorder)	Retinal edema
6142004	1	Influenza (disorder)	Influenza
6154004	1	Open wound of forearm with tendon involvement (disorder)	Open wound of forearm with tendon involvement
6185008	1	Helicobacter-associated disease (disorder)	Helicobacter-associated disease
6199007	1	Mycobacterium diernhoferi (organism)	Mycobacterium diernhoferi
6208003	1	Clonic seizure (finding)	Clonic seizure
6215006	1	Acute cholangitis (disorder)	Acute cholangitis
6217003	1	Structure of piriform recess (body structure)	Structure of piriform recess
6220006	1	Galiceno horse (organism)	Galiceno horse
6229007	1	Lacrimal bone structure (body structure)	Lacrimal bone structure
6234006	1	Second degree perineal laceration (disorder)	Second degree perineal laceration
6240004	1	Operative procedure on knee (procedure)	Operative procedure on knee
6246005	1	Treponema pallidum ss. pertenue (organism)	Treponema pallidum ss. pertenue
6257000	1	Sodium (22-Na) chloride (substance)	Sodium (22-Na) chloride
6273006	1	Priapism (disorder)	Priapism
6284004	1	Abscess of neck (disorder)	Abscess of neck
6285003	1	Tachyarrhythmia (disorder)	Tachyarrhythmia
6300007	1	Exposed to noise (event)	Exposed to noise
6301006	1	Tantalum-178 (substance)	Tantalum-178
6329009	1	Lean meat exchange list (finding)	Lean meat exchange list
6334008	1	Cervical inunction (finding)	Cervical inunction
6373008	1	Choco (ethnic group)	Choco
6374002	1	Bundle branch block (disorder)	Bundle branch block
6383007	1	Premature labor (finding)	Premature labor
6387008	1	Vibrio furnissii (organism)	Vibrio furnissii
6400008	1	Xanthoma of eyelid (disorder)	Xanthoma of eyelid
6413002	1	Structure of presymphysial lymph node (body structure)	Structure of presymphysial lymph node
6415009	1	Human respiratory syncytial virus (organism)	Human respiratory syncytial virus
6423006	1	Supraspinatus muscle structure (body structure)	Supraspinatus muscle structure
6425004	1	Product containing histamine receptor antagonist (product)	Histamine receptor antagonist-containing product
6431001	1	Leicester sheep (organism)	Leicester sheep
6456007	1	Supraventricular tachycardia (disorder)	Supraventricular tachycardia
6461009	1	Amygdalolith (disorder)	Amygdalolith
6471006	1	Suicidal thoughts (finding)	Suicidal thoughts
6475002	1	Primary degenerative dementia of the Alzheimer type, presenile onset, uncomplicated (disorder)	Primary degenerative dementia of the Alzheimer type, presenile onset, uncomplicated
6497000	1	Decreased body mass index (finding)	Decreased body mass index
6511003	1	Structure of distal portion of circumflex branch of left coronary artery (body structure)	Structure of distal portion of circumflex branch of left coronary artery
6516008	1	Indium (111-In) ferric hydroxide (substance)	Indium (111-In) ferric hydroxide
6525002	1	Dependent drug abuse (disorder)	Dependent drug abuse
6530003	1	Structure of cardiac valve leaflet (body structure)	Structure of cardiac valve leaflet
6533001	1	Structure of colonic haustra (body structure)	Structure of colonic haustra
6538005	1	Structure of thyrocervical trunk (body structure)	Structure of thyrocervical trunk
6552007	1	Lactose free infant formula (finding)	Lactose free infant formula
6574001	1	Necrosis (morphologic abnormality)	Necrosis
6631009	1	Thrombocytosis (disorder)	Thrombocytosis
6654000	1	Acquired hallux rigidus (disorder)	Acquired hallux rigidus
6655004	1	Acute laryngitis (disorder)	Acute laryngitis
6660000	1	Atypical intraductal hyperplasia (morphologic abnormality)	Atypical intraductal hyperplasia
6698000	1	Closed trimalleolar fracture (disorder)	Closed trimalleolar fracture
6701008	1	Lissamine fast red B stain (substance)	Lissamine fast red B stain
6703006	1	Breast lobule hyperplasia (disorder)	Breast lobule hyperplasia
6706003	1	Transrectal approach (qualifier value)	Transrectal approach
6708002	1	Intrauterine cordocentesis (procedure)	Intrauterine cordocentesis
6725000	1	Methylene blue stain (substance)	Methylene blue stain
6736007	1	Moderate (severity modifier) (qualifier value)	Moderate
6738008	1	Female infertility (disorder)	Female infertility
6740003	1	Cystic fibroadenosis of breast (disorder)	Cystic fibroadenosis of breast
6744007	1	Painful bladder spasm (finding)	Painful bladder spasm
6797001	1	Mean blood pressure (observable entity)	Mean blood pressure
6832004	1	Atherectomy (procedure)	Atherectomy
6836001	1	Injury of brachial plexus (disorder)	Injury of brachial plexus
6849006	1	Rupture of quadriceps tendon (disorder)	Rupture of quadriceps tendon
6858004	1	Capsulitis (disorder)	Capsulitis
6866008	1	Structure of habenular commissure (body structure)	Structure of habenular commissure
6871001	1	Structure of visceral pericardium (body structure)	Structure of visceral pericardium
6893006	1	First stage of labor (finding)	First stage of labor
6895004	1	Tahyna virus (organism)	Tahyna virus
6929003	1	Urethral caruncle (disorder)	Urethral caruncle
6934004	1	Permanent (qualifier value)	Permanent
6936002	1	Cleft lip sequence (disorder)	Cleft lip sequence
6942003	1	Level of consciousness (observable entity)	Level of consciousness
6962006	1	Hypertensive retinopathy (disorder)	Hypertensive retinopathy
6973004	1	Chromium (51-Cr) chloride (substance)	Chromium (51-Cr) chloride
6990005	1	Fracture of shaft of tibia (disorder)	Fracture of shaft of tibia
6996004	1	Congenital absence of pulmonary valve (disorder)	Congenital absence of pulmonary valve
7006003	1	Clumsiness (finding)	Clumsiness
7011001	1	Hallucinations (finding)	Hallucinations
7033004	1	Petit mal status (disorder)	Petit mal status
7058009	1	Noncompliance with treatment (finding)	Noncompliance with treatment
7087005	1	Intermittent (qualifier value)	Intermittent
7093002	1	Renal colic (finding)	Renal colic
7121006	1	Structure of maxillary right second molar tooth (body structure)	Structure of maxillary right second molar tooth
7140000	1	Radiographic contrast media (product)	Radiographic contrast media
7163005	1	Urinary tract obstruction (disorder)	Urinary tract obstruction
7180009	1	Meningitis (disorder)	Meningitis
7183006	1	Anophthalmos (disorder)	Anophthalmos
7199000	1	Tuberous sclerosis syndrome (disorder)	Tuberous sclerosis syndrome
7200002	1	Alcoholism (disorder)	Alcoholism
7231009	1	Bullous dermatosis (disorder)	Bullous dermatosis
7281000	1	Technetium (99m-Tc) lidofenin (substance)	Technetium (99m-Tc) lidofenin
7285009	1	Milk free infant formula (finding)	Milk free infant formula
7292004	1	Product containing indocyanine green (medicinal product)	Indocyanine green-containing product
7293009	1	Heavy-for-dates at birth regardless of gestation period (disorder)	Heavy-for-dates at birth regardless of gestation period
7297005	1	Generalized seborrheic dermatitis of infants (disorder)	Generalized seborrheic dermatitis of infants
7305005	1	Coarctation of aorta (disorder)	Coarctation of aorta
7339009	1	Polyneuropathy caused by drug (disorder)	Polyneuropathy due to drug
7349007	1	Yodelling (observable entity)	Yodelling
7389001	1	Time frame (qualifier value)	Time frame
7393007	1	Disorder of nasal sinus (disorder)	Disorder of nasal sinus
7426009	1	Central corneal ulcer (disorder)	Central corneal ulcer
7434003	1	Erythrosin B stain (substance)	Erythrosin B stain
7456000	1	Poisoning caused by wasp sting (disorder)	Poisoning by wasp sting
7476006	1	Special care of dentures (regime/therapy)	Special care of dentures
7484005	1	Double outlet right ventricle (disorder)	Double outlet right ventricle
7487003	1	200 milligram calcium diet (finding)	200 milligram calcium diet
7510005	1	Color vision examination (procedure)	Color vision examination
7520000	1	Pyrexia of unknown origin (finding)	Pyrexia of unknown origin
7527002	1	Genus Legionella (organism)	Legionella
7542004	1	Personal status (observable entity)	Personal status
7550008	1	Transitory tachypnea of newborn (disorder)	Transitory tachypnea of newborn
7551007	1	Closed fracture of neck of metacarpal bone (disorder)	Closed fracture of neck of metacarpal bone
7562007	1	Radioisotope study of endocrine system (procedure)	Radioisotope study of endocrine system
7564008	1	Liquid cardiac diet (finding)	Liquid cardiac diet
7569003	1	Finger structure (body structure)	Finger structure
7573000	1	Classical phenylketonuria (disorder)	Classical phenylketonuria
7620006	1	Crohn's disease of large bowel (disorder)	Crohn's disease of large bowel
7623008	1	American paint horse (organism)	American paint horse
7631003	1	Infant formula with medium chain triglycerides (finding)	Infant formula with medium chain triglycerides
7632005	1	Dermatographic urticaria (disorder)	Dermatographic urticaria
7653001	1	Self-feeding deficit (finding)	Self-feeding deficit
7657000	1	Structure of femoral artery (body structure)	Structure of femoral artery
7668000	1	Pseudomasturbation (finding)	Pseudomasturbation
7674000	1	Greater trochanteric pain syndrome (disorder)	Greater trochanteric pain syndrome
7678002	1	Cytomegaloviral pneumonia (disorder)	Cytomegaloviral pneumonia
7695005	1	Germans (ethnic group)	Germans
7699004	1	Adhesive middle ear disease (disorder)	Adhesive middle ear disease
7725007	1	Radiation nephritis (disorder)	Radiation nephritis
7751009	1	Visual discomfort (finding)	Visual discomfort
7757008	1	Genus Acinetobacter (organism)	Acinetobacter
7765006	1	Epidermal burn of scalp (disorder)	Epidermal burn of scalp
7770004	1	Strontium-89 (substance)	Strontium-89
7771000	1	Left (qualifier value)	Left
7791007	1	Soy protein (substance)	Soy protein
7792000	1	Placenta previa without hemorrhage (disorder)	Placenta previa without hemorrhage
